"","Region","LocalityName","LocalityCode","Treatment","Year","Years_Since_Exclosure","Birch_Volume_m3","Birch_Volume_m3_ha","Pine_Volume_m3","Pine_Volume_m3_ha","Spruce_Volume_m3","Spruce_Volume_m3_ha"
"1","Trøndelag","steinkjer_1bbb","1BBB","B",2009,1,0.000679190063157895,0.135120569813094,0.000166408143480368,0.0331058482570574,0.00151175058396055,0.300753222699226
"2","Trøndelag","steinkjer_1bbb","1BBB","B",2010,2,0.00154387983157895,0.30714513341959,0.000166408143480368,0.0331058482570574,0.00307052296911498,0.610861135514815
"3","Trøndelag","steinkjer_1bbb","1BBB","B",2011,3,0.00172317456842105,0.342814687968067,0.000166408143480368,0.0331058482570574,0.00409905268621854,0.815480621257241
"4","Trøndelag","steinkjer_1bbb","1BBB","B",2012,4,0.00279894298947368,0.556832015258929,0.000665632573921473,0.13242339302823,0.0034183882688814,0.680066737999777
"5","Trøndelag","steinkjer_1bbb","1BBB","B",2013,5,0.00441039621052632,0.877420447373783,0.000665632573921473,0.13242339302823,0.00670895406177004,1.33470400238394
"6","Trøndelag","steinkjer_1bbb","1BBB","B",2014,6,0.00412831141052632,0.821301459509923,0.000665632573921473,0.13242339302823,0.0172142940565793,3.42467498867753
"7","Trøndelag","steinkjer_1bbb","1BBB","B",2015,7,0.00512977456842105,1.02053622438913,0.000665632573921473,0.13242339302823,0.0369691084868933,7.35477044673701
"8","Trøndelag","steinkjer_1bbb","1BBB","B",2016,8,0.0213906698105263,4.2555385454898,0.000665632573921473,0.13242339302823,0.0442893459641837,8.81108542063365
"9","Trøndelag","steinkjer_1bbb","1BBB","B",2017,9,0.0234350314947368,4.66225137987702,0,0,0.0428846418375291,8.53162841396033
"10","Trøndelag","steinkjer_1bbb","1BBB","B",2018,10,0.0203180912842105,4.04215582759308,0,0,0.0477641123799636,9.502368234585
"11","Trøndelag","steinkjer_1bbb","1BBUB","UB",2009,1,0.000756560421052632,0.150512913447765,0,0,0.00197601868673761,0.393116427045307
"12","Trøndelag","steinkjer_1bbb","1BBUB","UB",2010,2,0.00139847221052632,0.278217206352391,0,0,0.00839807941863484,1.67074481494256
"13","Trøndelag","steinkjer_1bbb","1BBUB","UB",2011,3,0.00318536315789474,0.633707865152197,0,0,0.00617505839605503,1.22848883451659
"14","Trøndelag","steinkjer_1bbb","1BBUB","UB",2012,4,0.00272446463157895,0.542015016743537,0,0,0.0177841681806385,3.53804784340776
"15","Trøndelag","steinkjer_1bbb","1BBUB","UB",2013,5,0.00565633473684211,1.12529204143852,0,0,0.0219832078899559,4.37342025087904
"16","Trøndelag","steinkjer_1bbb","1BBUB","UB",2014,6,0.00643202021052632,1.2796097632153,0,0,0.0279112639501686,5.55276953201495
"17","Trøndelag","steinkjer_1bbb","1BBUB","UB",2015,7,0.00962274063157894,1.91438342200877,0,0,0.0311222943161172,6.19158372596357
"18","Trøndelag","steinkjer_1bbb","1BBUB","UB",2016,8,0.0287702894736842,5.72366722990196,0,0,0.0311222943161172,6.19158372596357
"19","Trøndelag","steinkjer_1bbb","1BBUB","UB",2017,9,0.0304448882105263,6.05681806323179,0,0,0.0313692966519595,6.24072327934424
"20","Trøndelag","steinkjer_1bbb","1BBUB","UB",2018,10,0.0395734547368421,7.87288867073975,0,0,0.0385323643913832,7.66577032738347
"21","Telemark","nome_cappelen1","1CAB","B",2010,1,0.000281255410526316,0.0559539860707543,0.000665632573921472,0.13242339302823,0.00060168699714508,0.119701824737198
"22","Telemark","nome_cappelen1","1CAB","B",2011,2,0.000787355705263157,0.156639440580296,0.00133126514784295,0.264846786056459,0.00060168699714508,0.119701824737198
"23","Telemark","nome_cappelen1","1CAB","B",2012,3,0.000966650442105263,0.192308995128773,0.00199689772176442,0.397270179084689,0.00060168699714508,0.119701824737198
"24","Telemark","nome_cappelen1","1CAB","B",2013,4,0.00102499006315789,0.203915293964566,0.00399379544352884,0.79454035816938,0.00060168699714508,0.119701824737198
"25","Telemark","nome_cappelen1","1CAB","B",2014,5,0.0011299795368421,0.224802286101389,0.00482583616093068,0.960069599454667,0.00060168699714508,0.119701824737198
"26","Telemark","nome_cappelen1","1CAB","B",2015,6,0.00141426374736842,0.28135883278669,0.00898603974793989,1.7877158058811,0.00113192966519595,0.225190251810362
"27","Telemark","nome_cappelen1","1CAB","B",2016,7,0.00213034298947368,0.423818271569878,0.013978284052351,2.78089125359283,0.00181259408253309,0.360604135067825
"28","Telemark","nome_cappelen1","1CAB","B",2017,8,0.00189380833684211,0.376761197596328,0.00815399903053805,1.62218656459582,0.00098150791590968,0.195264795626062
"29","Telemark","nome_cappelen1","1CAB","B",2018,9,0.00234142164210526,0.465811035254244,0.0232971400872516,4.63481875598805,0.00352178821697379,0.700637504067714
"30","Telemark","nome_cappelen1","1CAUB","UB",2010,1,9.90509473684211e-05,0.0197055598645242,0.000272055865244789,0.0541237946885635,0.0130911237996366,2.60439632917515
"31","Telemark","nome_cappelen1","1CAUB","UB",2011,2,0.000184254105263158,0.0366561895470075,0.000272055865244789,0.0541237946885635,0.000741007007526603,0.14741866014199
"32","Telemark","nome_cappelen1","1CAUB","UB",2012,3,0.000184254105263158,0.0366561895470075,0.000634797018904508,0.126288854273315,0.0130911237996366,2.60439632917515
"33","Telemark","nome_cappelen1","1CAUB","UB",2013,4,0.000184254105263158,0.0366561895470075,0.00181370576829859,0.360825297923756,0.0130911237996366,2.60439632917515
"34","Telemark","nome_cappelen1","1CAUB","UB",2014,5,0.000502361894736843,0.0999417234604737,0.0033553556713524,0.66752680115895,0.0130911237996366,2.60439632917515
"35","Telemark","nome_cappelen1","1CAUB","UB",2015,6,0.000502361894736843,0.0999417234604737,0.00562248788172564,1.11855842356364,0.0130911237996366,2.60439632917515
"36","Telemark","nome_cappelen1","1CAUB","UB",2016,7,0.000502361894736843,0.0999417234604737,0.0082523612457586,1.64175510555309,0.0130911237996366,2.60439632917515
"37","Telemark","nome_cappelen1","1CAUB","UB",2017,8,0.000525066736842105,0.104458708276941,0.0118797727823558,2.36340570140061,0.0130911237996366,2.60439632917515
"38","Telemark","nome_cappelen1","1CAUB","UB",2018,9,0.000701169263157895,0.139493192719601,0.0107008640329617,2.12886925775016,0.0130911237996366,2.60439632917515
"39","Telemark","drangedal1","1DRB","B",2010,1,0.000206950147368421,0.0411714236591005,0.000665632573921472,0.13242339302823,0.00231088113158578,0.459735193737087
"40","Telemark","drangedal1","1DRB","B",2011,2,0.000534855410526316,0.106406103030885,0.00199689772176442,0.397270179084689,0.0039561640280301,0.787053825929168
"41","Telemark","drangedal1","1DRB","B",2012,3,0.00104205541052632,0.207310336951147,0.00615710130877364,1.22491638551113,0.00531749286270438,1.05788159244409
"42","Telemark","drangedal1","1DRB","B",2013,4,0.00104205541052632,0.207310336951147,0.00981808046534173,1.95324504716639,0.00599815728004152,1.19329547570156
"43","Telemark","drangedal1","1DRB","B",2014,5,0.00265570804210526,0.52833632788744,0.017140038778478,3.40990237047692,0.00652839994809239,1.29878390277472
"44","Telemark","drangedal1","1DRB","B",2015,6,0.00468821886315789,0.932691507960306,0.0239627726611731,4.76724214901628,0.00994678821697379,1.9788506407745
"45","Telemark","drangedal1","1DRB","B",2016,7,0.00474655848421053,0.944297806796099,0.0324495879786718,6.45564041012621,0.00994678821697379,1.9788506407745
"46","Telemark","drangedal1","1DRB","B",2017,8,0.00476252412631579,0.94747407037196,0.0392723218613669,7.81298018866556,0.012327290423047,2.45243650719664
"47","Telemark","drangedal1","1DRB","B",2018,9,0.00432962938947369,0.861352398863353,0.0465942801745031,9.26963751197609,0.012327290423047,2.45243650719664
"48","Telemark","drangedal1","1DRUB","UB",2010,1,0.000496665684210527,0.0988084983827796,9.06852884149297e-05,0.0180412648961878,0.000988009343368804,0.196558213522654
"49","Telemark","drangedal1","1DRUB","UB",2011,2,0.000709320842105264,0.141114897823948,9.06852884149297e-05,0.0180412648961878,0.000988009343368804,0.196558213522654
"50","Telemark","drangedal1","1DRUB","UB",2012,3,0.0017854,0.355194044245338,0.000362741153659719,0.0721650595847513,0.00296402803010641,0.58967464056796
"51","Telemark","drangedal1","1DRUB","UB",2013,4,0.0019274052631579,0.383445093716144,0.000816167595734367,0.16237138406569,0.00592805606021282,1.17934928113592
"52","Telemark","drangedal1","1DRUB","UB",2014,5,0.00350085557894737,0.696473088050391,0.00145096461463888,0.288660238339006,0.00815107708279263,1.62160526156189
"53","Telemark","drangedal1","1DRUB","UB",2015,6,0.0058127332631579,1.15640653963283,0.00145096461463888,0.288660238339006,0.00889208409031923,1.76902392170388
"54","Telemark","drangedal1","1DRUB","UB",2016,7,0.00775688821052632,1.54318387714564,0.00226713221037324,0.451031622404695,0.0150671424863743,2.99751275622047
"55","Telemark","drangedal1","1DRUB","UB",2017,8,0.0101927981052632,2.02779275298792,0.00326467038293747,0.649485536262762,0.0229712172333247,4.56997846440169
"56","Telemark","drangedal1","1DRUB","UB",2018,9,0.0105919037894737,2.10719230606064,0.00444357913233156,0.884021979913204,0.0229712172333247,4.56997846440169
"57","Telemark","fritsoe1","1FRB","B",2010,1,0.000175018863157895,0.0348188965073787,0,0,0.00196301583181936,0.390529591252125
"58","Telemark","fritsoe1","1FRB","B",2011,2,0.000291698105263158,0.0580314941789645,0.000166408143480368,0.0331058482570574,0.00367220996626006,0.730562960252013
"59","Telemark","fritsoe1","1FRB","B",2012,3,0.000233358484210526,0.0464251953431716,0.000832040717401841,0.165529241285287,0.00634602257980794,1.26250107818652
"60","Telemark","fritsoe1","1FRB","B",2013,4,0.000291698105263158,0.0580314941789645,0.000832040717401841,0.165529241285287,0.0110618284453672,2.20068084589342
"61","Telemark","fritsoe1","1FRB","B",2014,5,0.000545298105263158,0.108483611139095,0.00232971400872516,0.463481875598805,0.0141136387230729,2.8078192097378
"62","Telemark","fritsoe1","1FRB","B",2015,6,0.000233358484210526,0.0464251953431716,0.00282893843916627,0.562799420369978,0.0205518816506618,4.08866694317806
"63","Telemark","fritsoe1","1FRB","B",2016,7,0.000561263747368421,0.111659874714956,0.00216330586524479,0.430376027341748,0.0292051388528419,5.8101777651437
"64","Telemark","fritsoe1","1FRB","B",2017,8,0.000577229389473684,0.114836138290817,0.00748836645661657,1.48976317156759,0.0341391642875681,6.79177093674096
"65","Telemark","fritsoe1","1FRB","B",2018,9,0.000577229389473684,0.114836138290817,0.00565787687833253,1.12559884073996,0.0415796911497534,8.27201672339698
"66","Telemark","fritsoe1","1FRUB","UB",2010,1,0.000367802736842105,0.0731720295639358,0.000272055865244789,0.0541237946885635,0.00617505839605502,1.22848883451658
"67","Telemark","fritsoe1","1FRUB","UB",2011,2,0.00146841663157895,0.292132206792675,0.000272055865244789,0.0541237946885635,0.00839807941863483,1.67074481494256
"68","Telemark","fritsoe1","1FRUB","UB",2012,3,0.00476142884210526,0.947256170501716,0.000272055865244789,0.0541237946885635,0.0140791331430054,2.80095454269781
"69","Telemark","fritsoe1","1FRUB","UB",2013,4,0.00687037389473684,1.36681745779611,0.00136027932622395,0.270618973442817,0.0247002335842201,4.91395533806634
"70","Telemark","fritsoe1","1FRUB","UB",2014,5,0.0111067635789474,2.20962040667813,0.00281124394086283,0.559279211781823,0.0375443550480145,7.46921211386083
"71","Telemark","fritsoe1","1FRUB","UB",2015,6,0.0144497572631579,2.87468786863699,0.00344604095976733,0.685568066055137,0.0442134181157539,8.79598005513874
"72","Telemark","fritsoe1","1FRUB","UB",2016,7,0.015645583368421,3.11258991330069,0.00553180259331072,1.10051715866746,0.0545875162211263,10.8598412971266
"73","Telemark","fritsoe1","1FRUB","UB",2017,8,0.0241699151578947,4.80845183936334,0.00807099066892875,1.60567257576072,0.0498944718401245,9.92618978289399
"74","Telemark","fritsoe1","1FRUB","UB",2018,9,0.0211637077894737,4.21038588605898,0.0121518286476006,2.41752949608917,0.0597745652738125,11.8917719181205
"75","Telemark","furesdal","1FYB","B",2010,1,0.0002536,0.0504521169601308,0.000665632573921472,0.13242339302823,0.00060168699714508,0.119701824737198
"76","Telemark","furesdal","1FYB","B",2011,2,0.000927157894736842,0.184452202467554,0.000665632573921472,0.13242339302823,0.00060168699714508,0.119701824737198
"77","Telemark","furesdal","1FYB","B",2012,3,0.000927157894736842,0.184452202467554,0.00183048957828405,0.364164330827632,0.00060168699714508,0.119701824737198
"78","Telemark","furesdal","1FYB","B",2013,4,0.000927157894736842,0.184452202467554,0.00299534658264663,0.595905268627034,0.00060168699714508,0.119701824737198
"79","Telemark","furesdal","1FYB","B",2014,5,0.00142142105263158,0.282782733426501,0.00449301987396995,0.893857902940552,0.00060168699714508,0.119701824737198
"80","Telemark","furesdal","1FYB","B",2015,6,0.00202067368421053,0.402000256522272,0.00549146873485216,1.0924929924829,0.00060168699714508,0.119701824737198
"81","Telemark","furesdal","1FYB","B",2016,7,0.00272491578947368,0.542104771754863,0.00698914202617548,1.39044562679642,0.00128235141448222,0.255115707994662
"82","Telemark","furesdal","1FYB","B",2017,8,0.00272491578947368,0.542104771754863,0.00782118274357733,1.5559748680817,0.00060168699714508,0.119701824737198
"83","Telemark","furesdal","1FYB","B",2018,9,0.00287352631578947,0.571669896578171,0.0108165293262239,2.15188013670874,0.00128235141448222,0.255115707994662
"84","Telemark","furesdal","1FYUB","UB",2010,1,0.00059895747368421,0.119158803298345,0.000272055865244789,0.0541237946885635,0.0249472359200622,4.96309489144699
"85","Telemark","furesdal","1FYUB","UB",2011,2,0.000943716421052632,0.187746416609399,0.000272055865244789,0.0541237946885635,0.00172901635089541,0.343976873664644
"86","Telemark","furesdal","1FYUB","UB",2012,3,0.00101436631578947,0.201801766579762,0.000997538172564227,0.198453913858066,0.0269232546067998,5.3562113184923
"87","Telemark","furesdal","1FYUB","UB",2013,4,0.00165452821052631,0.329157928987813,0.00145096461463888,0.288660238339005,0.0237122242408512,4.71739712454367
"88","Telemark","furesdal","1FYUB","UB",2014,5,0.00228084231578947,0.453759161213825,0.00217644692195831,0.432990357508508,0.0237122242408512,4.71739712454367
"89","Telemark","furesdal","1FYUB","UB",2015,6,0.00228084231578947,0.453759161213825,0.00308329980610761,0.613403006470386,0.025935245263431,5.15965310496965
"90","Telemark","furesdal","1FYUB","UB",2016,7,0.002984208,0.593689318017974,0.00308329980610761,0.613403006470386,0.025935245263431,5.15965310496965
"91","Telemark","furesdal","1FYUB","UB",2017,8,0.002984208,0.593689318017974,0.00453426442074649,0.902063244809392,0.0269232546067999,5.3562113184923
"92","Telemark","furesdal","1FYUB","UB",2018,9,0.002984208,0.593689318017974,0.00598522903538537,1.1907234831484,0.0269232546067999,5.3562113184923
"93","Trøndelag","namdalseid_1kub","1KB","B",2009,1,0.00376269532631579,0.748564450664912,0,0,0.00128235141448222,0.255115707994662
"94","Trøndelag","namdalseid_1kub","1KB","B",2010,2,0.0048077795368421,0.956477348230604,0,0,0.00234283675058396,0.466092562140989
"95","Trøndelag","namdalseid_1kub","1KB","B",2011,3,0.00289209532631579,0.575364083845158,0,0,0.00272265766934856,0.541655533029853
"96","Trøndelag","namdalseid_1kub","1KB","B",2012,4,0.00147067427368421,0.292581350418656,0,0,0.00546038152089282,1.08630838777217
"97","Trøndelag","namdalseid_1kub","1KB","B",2013,5,0.00226105877894737,0.449823351613498,0,0,0.0098433882688814,1.95827987470656
"98","Trøndelag","namdalseid_1kub","1KB","B",2014,6,0.00326252193684211,0.649058116492707,0,0,0.0131885089540618,2.62377049006332
"99","Trøndelag","namdalseid_1kub","1KB","B",2015,7,0.00301002164210526,0.598824778943296,0,0,0.0221238969634051,4.40140945272712
"100","Trøndelag","namdalseid_1kub","1KB","B",2016,8,0.0217454010947368,4.3261100921791,0,0,0.0362715546327536,7.2159965167881
"101","Trøndelag","namdalseid_1kub","1KB","B",2017,9,0.0240509240421053,4.78477930903595,0,0,0.0361211328834674,7.1860710606038
"102","Trøndelag","namdalseid_1kub","1KB","B",2018,10,0.0213158436210526,4.24065234808047,0,0,0.0393553205294575,7.82949224903639
"103","Trøndelag","namdalseid_1kub","1KUB","UB",2009,1,0.000557753052631579,0.110961444188637,9.06852884149297e-05,0.0180412648961878,0.0155611471580586,3.09579186298178
"104","Trøndelag","namdalseid_1kub","1KUB","UB",2010,2,0.00136366947368421,0.271293421850457,0,0,0.018525175188165,3.68546650354974
"105","Trøndelag","namdalseid_1kub","1KUB","UB",2011,3,0.00349390842105263,0.695090994901157,0,0,0.0239592265766934,4.76653667792434
"106","Trøndelag","namdalseid_1kub","1KUB","UB",2012,4,0.00603132463157895,1.19989391063462,0,0,0.0301342849727485,5.99502551244092
"107","Trøndelag","namdalseid_1kub","1KUB","UB",2013,5,0.0112113507368421,2.23042736063173,0,0,0.0335923176745393,6.68297925977021
"108","Trøndelag","namdalseid_1kub","1KUB","UB",2014,6,0.0258084267368421,5.13442336074182,0,0,0.0696546587075006,13.8573540533471
"109","Trøndelag","namdalseid_1kub","1KUB","UB",2015,7,0.0274591075789474,5.462815880102,0,0,0.0521174928627043,10.36844576332
"110","Trøndelag","namdalseid_1kub","1KUB","UB",2016,8,0.0659402789473684,13.1184016791652,0,0,0.0741007007526601,14.741866014199
"111","Trøndelag","namdalseid_1kub","1KUB","UB",2017,9,0.0761572014736842,15.1509938332278,0,0,0.0750887100960288,14.9384242277216
"112","Trøndelag","namdalseid_1kub","1KUB","UB",2018,10,0.0752844549473684,14.977366428566,0,0,0.0896618479107187,17.8376578771808
"113","Telemark","kviteseid1","1KVB","B",2010,1,0.0013971984,0.277963789800109,0.00133126514784295,0.26484678605646,0.00015042174928627,0.0299254561842996
"114","Telemark","kviteseid1","1KVB","B",2011,2,0.00268089372631579,0.533346860559011,0.00133126514784295,0.26484678605646,0.00083108616662341,0.165339339441763
"115","Telemark","kviteseid1","1KVB","B",2012,3,0.0020688272,0.411580094103706,0.00216330586524479,0.430376027341748,0.00083108616662341,0.165339339441763
"116","Telemark","kviteseid1","1KVB","B",2013,4,0.00342778012631579,0.681935188669149,0.00416020358700921,0.827646206426437,0.00185961588372697,0.369958825184188
"117","Telemark","kviteseid1","1KVB","B",2014,5,0.00393278071578947,0.782401863767971,0.00565787687833253,1.12559884073996,0.00201003763301324,0.399884281368488
"118","Telemark","kviteseid1","1KVB","B",2015,6,0.00631302063157895,1.25593554919614,0.00865322346097915,1.72150410936699,0.00365532052945756,0.727202913560568
"119","Telemark","kviteseid1","1KVB","B",2016,7,0.00797412808421053,1.58640237681251,0.0108165293262239,2.15188013670874,0.00365532052945756,0.727202913560568
"120","Telemark","kviteseid1","1KVB","B",2017,8,0.00921735410526316,1.83373433510126,0.0108165293262239,2.15188013670874,0.00365532052945756,0.727202913560568
"121","Telemark","kviteseid1","1KVB","B",2018,9,0.0112261906526316,2.23337966807293,0.0108165293262239,2.15188013670874,0.00603582273553075,1.20078877998271
"122","Telemark","kviteseid1","1KVUB","UB",2010,1,0.000502361894736843,0.0999417234604737,0.000544111730489578,0.108247589377127,0.00321103036594861,0.638814193948624
"123","Telemark","kviteseid1","1KVUB","UB",2011,2,0.000814773473684212,0.162094032296246,0.000544111730489578,0.108247589377127,0.00444604204515962,0.884511960851942
"124","Telemark","kviteseid1","1KVUB","UB",2012,3,0.00120993284210526,0.240708490787848,0.000816167595734368,0.16237138406569,0.00642206073189722,1.27762838789725
"125","Telemark","kviteseid1","1KVUB","UB",2013,4,0.00160754757894737,0.319811429306103,0.0015416499030538,0.306701503235193,0.00617505839605502,1.22848883451658
"126","Telemark","kviteseid1","1KVUB","UB",2014,5,0.00333904736842105,0.664282367377744,0.00262987336403297,0.523196681989448,0.0101270957695302,2.0147216886072
"127","Telemark","kviteseid1","1KVUB","UB",2015,6,0.00402067263157895,0.79988740483761,0.00389946740184197,0.775774390536075,0.0150671424863742,2.99751275622046
"128","Telemark","kviteseid1","1KVUB","UB",2016,7,0.00467538778947368,0.930138846957783,0.00453426442074649,0.902063244809391,0.0182781728523228,3.63632695016908
"129","Telemark","kviteseid1","1KVUB","UB",2017,8,0.00574796715789474,1.14352173238603,0.00616659961221523,1.22680601294077,0.020995198546587,4.17686203735638
"130","Telemark","kviteseid1","1KVUB","UB",2018,9,0.00574796715789474,1.14352173238603,0.00997538172564227,1.98453913858066,0.0242062289125356,4.81567623130499
"131","Trøndelag","nsb_verdal","1NSB","B",2009,1,0.000472239915789474,0.0939491461539939,0.000166408143480368,0.0331058482570574,0.00060168699714508,0.119701824737198
"132","Trøndelag","nsb_verdal","1NSB","B",2010,2,0.000800145178947368,0.159183825525779,0.000332816286960736,0.0662116965141148,0.00405203088502466,0.806125931140878
"133","Trøndelag","nsb_verdal","1NSB","B",2011,3,0.00227702442105263,0.452999615189359,0.000332816286960736,0.0662116965141148,0.00503353880093434,1.00139072676694
"134","Trøndelag","nsb_verdal","1NSB","B",2012,4,0.00299117456842105,0.595075272768721,0.000332816286960736,0.0662116965141148,0.00941654554892292,1.87336221370133
"135","Trøndelag","nsb_verdal","1NSB","B",2013,5,0.00469578012631579,0.934195773469803,0.000998448860882209,0.198635089542345,0.0158792110044121,3.15906865468927
"136","Trøndelag","nsb_verdal","1NSB","B",2014,6,0.00436787486315789,0.868961094098018,0.000998448860882209,0.198635089542345,0.0219376330132364,4.36435341724066
"137","Trøndelag","nsb_verdal","1NSB","B",2015,7,0.00704545877894737,1.40164948877458,0.000998448860882209,0.198635089542345,0.0298387814689852,5.9362369582848
"138","Trøndelag","nsb_verdal","1NSB","B",2016,8,0.0206048063157895,4.09919597076125,0.00199689772176442,0.397270179084689,0.0610484881910199,12.14521082986
"139","Trøndelag","nsb_verdal","1NSB","B",2017,9,0.0281900861473684,5.60823944567506,0.0036609791565681,0.728328661655264,0.0804855696859589,16.0120953288595
"140","Trøndelag","nsb_verdal","1NSB","B",2018,10,0.0311051952,6.18818196489787,0.0036609791565681,0.728328661655264,0.0871984103296132,17.3475725421417
"141","Trøndelag","nsb_verdal","1NSUB","UB",2009,1,7.06498947368421e-05,0.0140553499703631,0,0,0.000247002335842201,0.0491395533806634
"142","Trøndelag","nsb_verdal","1NSUB","UB",2010,2,0.000345803368421053,0.068795394277548,0,0,0.000247002335842201,0.0491395533806634
"143","Trøndelag","nsb_verdal","1NSUB","UB",2011,3,0.000416453263157895,0.0828507442479112,0,0,0.000988009343368803,0.196558213522653
"144","Trøndelag","nsb_verdal","1NSUB","UB",2012,4,0.000677758947368422,0.134835858373055,0,0,0.000988009343368803,0.196558213522653
"145","Trøndelag","nsb_verdal","1NSUB","UB",2013,5,0.00207913305263158,0.413630378340072,0,0,0.000988009343368803,0.196558213522653
"146","Trøndelag","nsb_verdal","1NSUB","UB",2014,6,0.00207913305263158,0.413630378340072,0,0,0.000988009343368803,0.196558213522653
"147","Trøndelag","nsb_verdal","1NSUB","UB",2015,7,0.00371411726315789,0.738900152068151,0,0,0.000988009343368803,0.196558213522653
"148","Trøndelag","nsb_verdal","1NSUB","UB",2016,8,0.00948756463157894,1.88749101127453,0,0,0.00222302102257981,0.442255980425971
"149","Trøndelag","nsb_verdal","1NSUB","UB",2017,9,0.0143911063157895,2.86301963339861,0.00145096461463888,0.288660238339006,0.00321103036594861,0.638814193948624
"150","Trøndelag","nsb_verdal","1NSUB","UB",2018,10,0.0194498231578947,3.8694193723027,0.00145096461463888,0.288660238339006,0.00321103036594861,0.638814193948624
"151","Trøndelag","sub_namdalseid","1SB","B",2009,1,0.000962374568421052,0.191458337087675,0.000166408143480368,0.0331058482570574,0.00060168699714508,0.119701824737198
"152","Trøndelag","sub_namdalseid","1SB","B",2010,2,0.00175385877894737,0.348919117693237,0.000166408143480368,0.0331058482570574,0.00060168699714508,0.119701824737198
"153","Trøndelag","sub_namdalseid","1SB","B",2011,3,0.00103777953684211,0.206459678910048,0.000166408143480368,0.0331058482570574,0.00113192966519595,0.225190251810362
"154","Trøndelag","sub_namdalseid","1SB","B",2012,4,0.00182926374736842,0.36392045951561,0.000166408143480368,0.0331058482570574,0.00181259408253309,0.360604135067825
"155","Trøndelag","sub_namdalseid","1SB","B",2013,5,0.00230550922105263,0.458666486093089,0.000166408143480368,0.0331058482570574,0.00234283675058396,0.466092562140989
"156","Trøndelag","sub_namdalseid","1SB","B",2014,6,0.00205190922105263,0.408214369132958,0.000166408143480368,0.0331058482570574,0.00405203088502466,0.806125931140878
"157","Trøndelag","sub_namdalseid","1SB","B",2015,7,0.00377055132631579,0.750127352206075,0.000665632573921473,0.13242339302823,0.00390160913573839,0.776200474956578
"158","Trøndelag","sub_namdalseid","1SB","B",2016,8,0.0108906811789474,2.16663217908418,0.000665632573921473,0.13242339302823,0.00561080327017909,1.11623384395647
